Пробег,Марка,Объем двигателя,Год создания,Тип двигателя,Цена,Лошадиные силы,Расход,Кол-во мест,Трансмиссия
100 880,Чанган, 1.5,55,бензин,2 090 000,181,0,5,Робот
280 000,LADA, 1.6,2011,бензин,430 000,87,7.3,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
,Ленд, 3.0,2010,дизель,1 850 000,245,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
5 000,Фольксваген, 2.0,2024,бензин,6 590 000,220,0,- мест,-----
28 482,Фольксваген, 1.4,2021,бензин,2 320 000,125,0,- мест,-----
73 200,Ситроен, 1.0,1,бензин,590 000,68,4.6,4 ,Робот
66 352,Фольксваген, 1.4,2014,бензин,730 000,85,0,- мест,-----
115 000,Шкода, 1.6,2016,бензин,1 085 000,90,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
233 700,Мазда, 2.0,6,бензин,1 000 000,147,0,- мест,-----
199 802,Лада, 1.5,21099,бензин,195 000,70,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
181 100,Форд, 1.4,2006,бензин,499 000,80,0,- мест,-----
79 600,Хендай, 1.6,30,бензин,809 000,126,0,- мест,-----
150 000,Хендай, 2.2,2014,дизель,2 100 000,197,7.6,7,АКПП
,---,,0,-,No price,---,0,- мест,-----
127 415,Киа, 1.6,2019,бензин,1 230 000,123,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
45 000,Мазда, 2.0,6,бензин,2 590 000,150,0,- мест,-----
100 000,Шкода, 1.4,2013,бензин,1 249 000,140,0,- мест,-----
124 000,Фольксваген, 1.4,2017,бензин,1 849 000,125,0,- мест,-----
228 000,Хонда, 2.4,2008,бензин,1 149 000,166,0,- мест,-----
89 000,Фольксваген, 1.6,2018,бензин,1 279 000,110,0,- мест,-----
68 000,LADA, 1.6,2022,бензин,1 399 000,113,0,- мест,-----
77 000,Шкода, 2.0,2019,дизель,3 099 000,150,0,- мест,-----
112 000,Хендай, 2.0,2018,бензин,1 849 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
221 000,Ауди, 1.2,3,бензин,900 000,105,5.3,5,Робот
100 200,Фольксваген, 2.0,2018,бензин,2 990 000,180,0,- мест,-----
280 000,Лада, 1.5,2114,бензин,80 000,77,7.3,5,МКПП
115 300,Киа, 1.6,2016,бензин,1 200 000,124,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
210 807,Ниссан, 2.0,2007,бензин,980 000,141,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
127 000,Киа, 1.6,2019,бензин,1 499 000,123,0,- мест,-----
41 000,Джили, 2.4,2019,бензин,1 947 000,149,0,- мест,-----
35,Ли, 1.5,6,бензин,6 350 000,154,0,- мест,-----
270 000,Киа, 2.4,2010,бензин,1 299 000,175,0,- мест,-----
7 512,Джили, 2.0,2023,бензин,4 199 000,238,8.5,5,АКПП
190 000,Шевроле, 1.5,2006,бензин,110 000,86,6.7,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
182 000,Фиат, 1.4,2008,бензин,249 000,77,0,- мест,-----
57 000,Шкода, 1.6,2020,бензин,1 799 000,110,0,- мест,-----
77 000,Хавейл, 1.5,7,бензин,1 999 000,150,0,- мест,-----
158 000,Киа, 1.6,2012,бензин,849 000,123,0,- мест,-----
50 000,LADA, 1.6,2021,бензин,839 000,87,0,- мест,-----
157 000,Ниссан, 2.0,2014,бензин,1 149 000,135,0,- мест,-----
18 000,Хавейл, 1.5,7,бензин,2 250 000,150,8.2,5,Робот
160 000,Peugeot, 1.6,408,бензин,719 000,150,0,- мест,-----
202 578,Киа, 1.2,2011,бензин,700 000,85,5.3,5,АКПП
233 000,Шкода, 1.6,2015,бензин,869 000,110,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
324 000,Ниссан, 2.5,2013,дизель,1 349 000,190,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
33 000,Сузуки, 1.6,2021,бензин,1 999 000,117,5.8,5,МКПП
299 000,Додж, 2.4,1999,бензин,169 000,152,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
231 000,Мицубиси, 2.4,2012,бензин,1 169 000,167,0,- мест,-----
83 000,LADA, 1.4,2010,бензин,279 000,89,0,- мест,-----
139 000,Киа, 1.6,2019,бензин,1 799 000,128,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
40 266,Опель, 1.8,1984,бензин,99 999,90,0,- мест,-----
202 291,БМВ, 2.0,3,бензин,1 620 000,184,0,- мест,-----
120 999,Мерседес, 1.6,2013,бензин,1 355 000,156,0,- мест,-----
73 808,Мерседес, 1.3,2018,бензин,2 728 470,150,0,- мест,-----
57 322,УАЗ, 2.7,2021,бензин,2 050 000,150,0,5,АКПП
270 000,Фольксваген, 1.4,2002,бензин,365 000,75,0,- мест,-----
123 000,Peugeot, 1.6,3008,бензин,680 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
69 000,Рено, 1.6,2018,бензин,1 590 000,114,0,- мест,-----
246 000,Тойота, 2.5,2012,бензин,1 649 000,181,0,- мест,-----
190 000,Форд, 1.6,2016,бензин,999 000,125,0,- мест,-----
226 000,Peugeot, 1.6,3008,бензин,899 000,150,0,- мест,-----
107 000,СсангЙонг, 2.0,2012,бензин,949 000,149,0,- мест,-----
180 000,Ниссан, 2.5,2011,бензин,1 359 000,169,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
150 000,Шевроле, 1.6,2013,бензин,680 000,115,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
33 000,Мицубиси, 2.0,2022,бензин,2 800 000,146,0,- мест,-----
40 209,Чери, 1.5,4,бензин,1 850 000,147,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
95 000,Субару, 2.0,10,бензин,1 500 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,Дэу, 0.8,2007,бензин,90 000,51,0,- мест,-----
61 811,Хендай, 1.4,2019,бензин,1 400 000,100,6.4,5,АКПП
230 000,Тойота, 1.8,2012,бензин,1 400 000,130,0,7,Вариатор
175 024,Хендай, 1.6,30,бензин,1 090 000,130,6.4,5,МКПП
178 953,Форд, 1.4,2007,бензин,549 000,80,0,- мест,-----
150 000,Киа, 1.6,2012,бензин,815 000,125,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
162 773,Киа, 2.4,2016,бензин,1 700 000,188,0,- мест,-----
51 416,Лексус, 2.0,300,бензин,3 960 000,238,8.2,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
158 000,Мерседес, 3.0,2017,дизель,3 725 000,249,6.6,5,АКПП
108 000,Ауди, 2.5,3,бензин,2 699 000,310,8.8,5,Робот
,---,,0,-,No price,---,0,- мест,-----
231 421,Сузуки, 1.6,2015,бензин,1 049 000,117,5.8,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
234 000,Тойота, 3.3,2009,бензин,1 580 000,211,0,5,Вариатор
193 000,Форд, 2.0,2012,бензин,850 000,150,6.4,5,Робот
145 000,Мицубиси, 2.0,2016,бензин,1 690 000,146,0,- мест,-----
206 793,Форд, 1.6,2013,бензин,1 199 000,182,0,- мест,-----
186 941,Форд, 1.6,2012,бензин,840 000,125,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
170 200,Тойота, 2.7,2011,бензин,3 210 000,163,12.5,5,АКПП
257 730,Шкода, 2.0,2013,бензин,1 239 000,200,0,- мест,-----
168 394,Фольксваген, 2.0,2018,бензин,2 620 000,180,0,- мест,-----
180 598,Шевроле, 1.6,2008,бензин,400 000,109,0,- мест,-----
112 000,Киа, 1.6,2020,бензин,1 979 000,128,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
13 420,БМВ, 4.4,6,бензин,16 700 000,530,0,- мест,-----
40,Zeekr,---,007,электро,5 290 000,646,0,- мест,-----
34 000,Эксид, 1.6,2021,бензин,2 499 000,186,7.6,5,Робот
,---,,0,-,No price,---,0,- мест,-----
148 000,Опель, 1.6,2013,бензин,899 000,115,0,- мест,-----
104 000,Опель, 1.2,2013,бензин,540 000,85,0,- мест,-----
180 000,Опель, 3.2,2011,бензин,1 049 000,227,0,- мест,-----
69 000,Тойота, 1.8,2019,бензин,2 300 000,99,3.0,5,Вариатор
200 000,Хонда, 2.0,2008,бензин,970 000,156,0,5,АКПП
275 600,Лексус, 2.7,270,бензин,2 200 000,188,9.8,5,АКПП
36 500,LADA, 1.6,2022,бензин,1 399 000,113,0,5,Вариатор
250 000,Опель, 2.0,1995,бензин,240 000,116,0,- мест,-----
108 657,Мерседес, 2.0,2019,бензин,4 400 000,197,0,- мест,-----
450 000,Лексус, 3.0,300,бензин,929 000,220,11.8,5,АКПП
176 000,Хендай, 2.0,2018,бензин,2 300 000,149,8.0,5,АКПП
220 000,Фольксваген, 1.4,2016,бензин,1 150 000,125,5.7,5,МКПП
183 000,Шкода, 1.4,2015,бензин,1 149 000,150,0,- мест,-----
65 394,Шкода, 1.8,2019,бензин,2 349 000,180,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
47 000,Форд, 1.6,2015,бензин,970 000,85,5.9,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
125 620,Рено, 1.6,2018,бензин,970 000,102,8.6,5,АКПП
85 758,Хендай, 2.4,2018,бензин,2 647 000,171,0,- мест,-----
70 700,Киа, 2.4,2020,бензин,3 087 000,188,0,- мест,-----
244 000,Лексус, 2.5,250,бензин,1 550 000,208,0,- мест,-----
229 000,Киа, 2.0,2014,бензин,1 219 000,150,0,- мест,-----
187 500,Рено, 2.5,2013,бензин,1 229 000,171,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
89 254,LADA, 1.6,2016,бензин,620 000,106,0,- мест,-----
33 909,Рено, 1.6,2019,бензин,1 675 000,114,0,- мест,-----
107 213,Рено, 1.6,2018,бензин,1 190 000,102,0,- мест,-----
147 170,Тойота, 2.0,4,бензин,2 425 000,146,0,- мест,-----
280 501,БМВ, 3.0,6,дизель,1 950 000,235,8.2,4 ,АКПП
196 000,LADA, 1.6,2010,бензин,450 000,98,7.2,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
120 300,Хендай, 1.1,2007,бензин,450 000,67,0,- мест,-----
76 000,БМВ, 2.0,5,бензин,5 800 000,252,6.1,5,АКПП
54 156,Хендай, 1.6,2020,бензин,1 745 000,123,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
236 316,БМВ, 2.0,5,бензин,1 695 000,245,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
100 000,Ленд, 2.2,2014,дизель,2 700 000,150,0,- мест,-----
106 000,Ниссан, 1.6,2021,бензин,1 519 000,114,0,- мест,-----
141 000,Форд, 1.5,2016,бензин,1 299 000,150,0,- мест,-----
330 000,Хонда, 1.5,2007,бензин,350 000,90,0,7,Вариатор
153 000,БМВ, 2.0,5,бензин,2 499 000,184,0,- мест,-----
49 100,Субару, 1.6,2016,бензин,1 900 000,170,5.7,5,Вариатор
28 000,Киа, 1.6,2021,бензин,1 880 000,128,6.8,5,МКПП
86 500,Мини, 2.0,2016,бензин,2 250 000,192,0,- мест,-----
80 489,Фотон, 2.0,2016,бензин,1 200 000,217,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
244 000,Ниссан, 1.6,2007,бензин,369 000,107,6.8,5,МКПП
23,RAM, 6.2,1500,бензин,22 490 000,702,19.6,5,АКПП
215 500,Мицубиси, 2.0,2011,бензин,1 250 000,147,8.0,5,Вариатор
100 233,Фольксваген, 2.0,2019,дизель,3 200 000,150,0,- мест,-----
34 000,Мицубиси, 3.8,2019,бензин,4 200 000,250,0,7,АКПП
88 863,LADA, 1.8,2019,бензин,920 000,122,0,- мест,-----
162 916,Рено, 1.6,2014,бензин,870 000,102,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
144 734,Киа, 1.6,2013,бензин,980 000,126,7.0,5,АКПП
245 000,Опель, 2.2,2013,дизель,1 025 000,184,7.8,5,АКПП
125 000,Шкода, 1.8,2011,бензин,970 000,152,6.9,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
69 400,Рено, 1.5,2021,дизель,2 070 000,109,0,- мест,-----
177 000,Peugeot, 1.4,206,бензин,450 000,75,7.0,5,МКПП
290 000,Тойота, 2.0,4,бензин,480 000,135,0,4 ,АКПП
148 600,Мицубиси, 1.5,2007,бензин,800 000,109,7.0,5,АКПП
225 000,Тойота, 1.3,2002,бензин,550 000,90,0,- мест,-----
200 000,Audi, 1.8,0,бензин,150 000,90,7.4,5,МКПП
88 950,Порше, 4.0,2021,бензин,11 600 000,460,0,- мест,-----
4 000,Омода, 1.6,5,бензин,2 600 000,150,0,- мест,-----
172 000,Киа, 2.0,2019,бензин,2 050 000,150,0,- мест,-----
23 863,Чери, 1.5,4,бензин,1 747 000,113,7.4,5,МКПП
132 120,Хендай, 1.6,2016,бензин,1 220 000,123,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
73 572,Мазда, 2.5,6,бензин,2 619 000,194,0,- мест,-----
40 000,Дэу, 0.8,2010,бензин,299 000,52,0,- мест,-----
335 213,Шевроле, 1.8,2011,бензин,615 000,141,0,- мест,-----
61 000,Эксид, 1.6,2020,бензин,2 175 000,186,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
84 200,LADA, 1.6,2018,бензин,1 175 000,106,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
62 337,Тойота, 2.5,4,бензин,3 900 000,199,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
240 000,Мерседес, 1.8,2011,бензин,1 380 000,184,0,- мест,-----
20 251,Ауди, 2.5,3,бензин,10 750 000,400,0,- мест,-----
94 157,Киа, 2.0,2019,бензин,1 995 000,150,8.0,5,АКПП
252 788,Ниссан, 2.5,2007,дизель,1 100 000,174,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
105 576,Киа, 1.0,2006,бензин,410 000,60,0,- мест,-----
63 901,Мерседес, 2.0,2013,бензин,1 949 000,184,0,- мест,-----
274 740,Киа, 2.0,2009,бензин,699 000,156,0,- мест,-----
55 345,Ниссан, 2.5,2020,бензин,3 290 000,171,0,- мест,-----
181 695,Киа, 1.6,2017,бензин,1 149 000,123,0,- мест,-----
84 674,Киа, 2.0,2021,бензин,2 625 669,150,0,- мест,-----
200 316,Фольксваген, 1.6,2018,бензин,1 049 000,110,0,- мест,-----
131 551,БМВ, 2.0,5,бензин,2 524 000,184,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
49 500,Ленд, 3.0,2021,дизель,8 300 000,249,6.9,5,АКПП
115 000,Peugeot, 1.2,2008,бензин,799 000,82,0,- мест,-----
89 458,Мерседес, 2.9,2019,дизель,5 260 000,249,0,- мест,-----
91 023,Опель, 1.6,2008,бензин,598 600,115,0,- мест,-----
132 884,Мазда, 2.0,5,бензин,2 799 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
116 139,БМВ, 3.0,5,дизель,5 049 000,249,0,- мест,-----
169 569,LADA, 1.8,2017,бензин,819 000,122,0,- мест,-----
36 467,Фольксваген,,4,-,2 950 000,---,0,- мест,-----
176 040,Тойота, 1.6,2008,бензин,869 990,124,0,- мест,-----
265 458,Шевроле, 1.8,2012,бензин,850 000,141,0,- мест,-----
180 682,Фольксваген, 1.6,2014,бензин,1 000 000,105,0,- мест,-----
40 903,БМВ, 2.0,3,дизель,6 500 000,190,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
139 161,Ситроен, 1.6,4,бензин,1 175 000,116,6.6,5,АКПП
131 451,Иран, 1.8,2007,бензин,278 000,100,0,- мест,-----
104 792,Киа, 2.0,2019,бензин,2 050 000,150,0,- мест,-----
82 000,Вольво, 2.0,60,бензин,3 799 000,249,0,- мест,-----
12 000,Хендай, 2.2,2022,дизель,4 649 000,199,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
347 000,БМВ, 2.5,5,бензин,1 140 000,192,9.4,5,АКПП
89 651,Хендай, 2.2,2020,дизель,3 549 000,200,0,- мест,-----
125 803,БМВ, 2.0,1,бензин,2 749 000,192,0,- мест,-----
226 340,Тойота, 1.8,2006,бензин,700 000,129,0,- мест,-----
25 500,ФАВ, 1.5,77,бензин,2 050 000,160,0,- мест,-----
275 452,Вольво, 2.4,70,дизель,1 100 000,175,0,- мест,-----
140 620,Мерседес, 2.9,2020,дизель,14 500 000,249,9.8,5,АКПП
350 000,Тойота, 1.6,1997,бензин,150 000,106,7.1,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
108 400,Хендай, 1.6,2018,бензин,850 000,123,0,- мест,-----
269 920,Форд, 1.6,2010,бензин,465 000,100,0,- мест,-----
95 070,LADA, 1.6,2014,бензин,529 990,106,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
260 000,Лада, 1.6,2114,бензин,150 000,81,7.6,5,МКПП
87 172,Инфинити, 2.5,50,бензин,2 349 000,222,0,- мест,-----
177 000,БМВ, 1.6,3,бензин,1 300 000,136,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
18 000,Киа, 1.6,5,бензин,3 500 000,180,7.6,5,АКПП
132 140,Киа, 2.0,2019,бензин,2 050 000,150,0,- мест,-----
112 730,Фольксваген, 1.4,2013,бензин,1 200 000,150,0,- мест,-----
294 000,Джип, 3.6,2013,бензин,2 049 000,286,0,- мест,-----
96 000,Шевроле, 1.7,2018,бензин,769 000,80,0,- мест,-----
110 000,Ауди, 2.0,5,бензин,1 790 000,225,0,- мест,-----
170 000,Киа, 1.6,2007,бензин,440 000,122,0,- мест,-----
350 984,Киа,---,2007,бензин,829 000,---,0,- мест,-----
95 096,Порше, 3.0,2018,бензин,5 470 000,340,0,- мест,-----
283 336,Ауди, 3.0,6,бензин,2 289 000,333,0,- мест,-----
202 000,Рено, 2.0,2018,бензин,1 350 000,143,0,- мест,-----
123 353,Киа, 1.3,2021,бензин,1 259 000,84,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
145 000,Шкода, 1.6,2017,бензин,1 150 000,90,0,- мест,-----
82 743,Киа, 2.0,5,бензин,1 870 000,150,0,- мест,-----
375 907,Мицубиси, 1.6,2002,бензин,285 000,103,0,- мест,-----
268 000,Тойота, 3.5,2014,бензин,2 699 000,249,0,- мест,-----
241 000,Хендай, 1.6,2011,бензин,855 000,142,0,- мест,-----
190 000,Тойота, 1.6,2007,бензин,850 000,124,0,- мест,-----
91 501,Шкода, 1.4,2019,бензин,1 517 000,125,0,- мест,-----
78 162,Рено, 1.3,2019,бензин,1 685 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
4 847,Эксид, 1.6,2022,бензин,2 585 000,186,7.6,5,Робот
,---,,0,-,No price,---,0,- мест,-----
64 578,Киа, 2.0,2019,дизель,2 236 000,186,0,- мест,-----
194 000,СсангЙонг, 2.0,2014,дизель,899 000,141,0,- мест,-----
200 000,Лада, 1.5,0,бензин,65 000,76,7.3,5,МКПП
89 000,Шкода, 1.4,2020,бензин,2 429 000,125,6.1,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
177 000,Киа, 2.4,2018,бензин,2 050 000,188,8.3,5,АКПП
148 000,ИЖ, 4.0,2717,бензин,150 000,74,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
264 000,Ленд, 2.2,2008,дизель,749 000,160,0,- мест,-----
258 000,Фольксваген, 2.0,2010,бензин,1 274 990,170,0,- мест,-----
356 299,Киа, 2.9,2009,дизель,690 000,185,0,- мест,-----
263 458,СсангЙонг, 2.0,2013,дизель,715 000,149,0,- мест,-----
34,Zeekr,,001,-,7 450 000,---,0,- мест,-----
142 000,Хонда, 1.5,2017,бензин,1 250 000,110,0,- мест,-----
202 339,Киа, 1.6,2014,бензин,1 004 000,129,0,- мест,-----
134 000,Шевроле, 1.5,2007,бензин,260 000,86,6.7,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
95 000,Peugeot, 1.5,308,дизель,1 390 000,102,3.7,5,МКПП
175 000,Тойота, 1.4,2003,бензин,355 000,97,0,- мест,-----
66 734,Тойота, 2.5,2021,бензин,3 759 000,200,0,- мест,-----
49 500,Чанган, 2.0,2023,бензин,3 050 000,226,8.4,5,АКПП
145 120,Ауди, 1.4,3,бензин,1 090 000,122,0,- мест,-----
41 398,БМВ, 3.0,4,дизель,6 490 000,249,6.2,5,АКПП
215 000,Ниссан, 1.6,2007,бензин,399 000,110,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
62 805,Хендай, 1.6,2018,бензин,1 850 000,121,0,- мест,-----
173 000,Рено, 2.0,2018,бензин,1 365 000,143,0,- мест,-----
228 149,Ленд, 2.2,2010,дизель,1 350 000,160,8.5,5,АКПП
308 000,Ниссан, 1.6,2008,бензин,480 000,107,7.6,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
122 250,Рено, 1.6,2014,бензин,639 000,103,8.6,5,АКПП
110 000,Шевроле, 1.0,2012,бензин,780 000,68,6.3,5,АКПП
100 000,Мерседес, 2.0,2018,бензин,3 750 000,184,0,- мест,-----
140 000,Хонда, 1.3,2011,бензин,849 000,100,0,- мест,-----
280 000,Ниссан, 2.0,2012,дизель,1 550 000,150,0,- мест,-----
89 708,Фольксваген, 1.4,2014,бензин,1 479 000,122,0,- мест,-----
62 000,БМВ, 3.0,5,бензин,2 570 500,306,0,- мест,-----
270 000,Мазда, 1.6,3,бензин,820 000,105,0,- мест,-----
177 272,Мазда, 1.6,3,бензин,1 180 000,105,0,- мест,-----
133 000,Хонда, 1.5,2016,бензин,1 380 000,132,0,- мест,-----
120 000,Чери, 1.8,11,бензин,593 900,132,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
107 000,Ауди, 2.0,5,дизель,4 500 000,190,4.6,4 ,Робот
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
65 232,Мерседес, 2.1,2019,дизель,3 815 000,170,0,- мест,-----
59 839,Хончи, 1.5,5,бензин,2 749 000,169,0,- мест,-----
180 000,Тойота, 1.0,2016,бензин,970 000,69,3.6,5,Вариатор
271 000,Ауди, 1.6,4,бензин,510 000,101,0,5,МКПП
190 150,Peugeot, 1.6,308,бензин,349 000,150,0,- мест,-----
171 403,СсангЙонг, 2.0,2008,дизель,888 888,141,8.5,5,АКПП
3 500,Омода, 1.5,5,бензин,2 050 000,147,0,- мест,-----
32 000,Форд, 2.3,2019,бензин,3 161 000,317,0,- мест,-----
146 000,Мицубиси, 1.5,2018,бензин,1 759 000,150,0,- мест,-----
110 800,Киа, 2.2,2019,дизель,2 850 500,200,0,- мест,-----
228 000,Рено, 1.6,2011,бензин,399 900,84,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
157 310,БМВ, 2.0,5,дизель,2 350 000,190,0,- мест,-----
182 851,Хендай, 2.4,2014,бензин,1 879 000,175,0,- мест,-----
235 900,Киа, 2.0,2007,дизель,394 900,140,0,- мест,-----
154 327,Ситроен, 1.6,3,бензин,649 000,115,0,- мест,-----
10,Киа, 2.5,2024,бензин,6 100 777,179,0,- мест,-----
247 000,Ниссан, 2.5,2001,бензин,300 000,215,0,5,АКПП
98 000,БМВ, 3.0,6,бензин,2 500 000,306,12.1,4 ,АКПП
215 000,Тойота, 1.8,2014,бензин,1 200 000,99,0,5,Вариатор
167 368,LADA, 1.6,2018,бензин,840 000,106,0,- мест,-----
74 550,Ниссан, 2.0,2017,бензин,2 000 000,144,0,- мест,-----
90 670,УАЗ, 2.9,3151,бензин,299 990,85,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
250 000,Дэу, 1.5,2001,бензин,100 000,75,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
154 232,Шевроле, 1.8,2012,бензин,1 539 000,141,0,- мест,-----
323 000,Хонда, 2.2,1997,бензин,830 000,220,0,4 ,МКПП
150 000,Тойота, 2.5,1998,бензин,1 850 000,280,0,5,МКПП
157 000,Ниссан, 3.5,2013,бензин,1 598 000,249,0,- мест,-----
153 778,Киа, 1.6,2015,бензин,1 259 000,129,0,- мест,-----
360 000,Peugeot, 1.6,307,бензин,495 000,109,0,- мест,-----
92 333,Мазда, 2.0,5,бензин,2 310 000,150,6.9,5,АКПП
,---,,0,-,No price,---,0,- мест,-----
256 903,Додж, 2.4,2002,бензин,199 000,152,0,- мест,-----
128 360,Мазда, 2.5,6,бензин,2 219 000,194,0,- мест,-----
144 072,Ауди, 3.0,7,бензин,3 849 000,333,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
100 000,Дайхатсу, 2.8,1990,дизель,850 000,87,10.4,4 ,МКПП
253 212,Ситроен,---,4,бензин,535 000,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
31 000,Шкода, 1.4,2020,бензин,2 749 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
77 775,Хендай, 1.6,2019,бензин,1 649 000,123,0,- мест,-----
70 000,Ягуар, 2.0,2017,дизель,2 799 000,180,0,- мест,-----
200 000,Лада, 1.6,2114,бензин,235 000,89,7.4,5,МКПП
20 833,Датсун, 1.6,2020,бензин,680 000,87,0,- мест,-----
210 040,Шевроле, 1.4,2009,бензин,595 000,94,0,- мест,-----
14 300,Ауди, 2.0,5,бензин,5 930 000,265,0,- мест,-----
34 000,Джак, 1.5,7,бензин,1 730 000,150,0,- мест,-----
9 913,Порше, 4.0,2021,бензин,17 531 500,420,0,- мест,-----
355 000,Лада, 1.5,2114,бензин,150 000,77,7.3,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
156 000,LADA, 1.6,2010,бензин,300 000,98,0,- мест,-----
119 700,Ауди, 2.0,4,бензин,3 095 000,190,0,- мест,-----
121 112,LADA, 1.6,2018,бензин,1 024 000,106,0,- мест,-----
11 000,Киа, 2.2,2022,дизель,6 000 000,199,6.5,8,АКПП
,---,,0,-,No price,---,0,- мест,-----
280 000,Хонда, 2.0,1997,бензин,650 000,133,9.2,5,МКПП
,---,,0,-,No price,---,0,- мест,-----
167 032,БМВ, 2.0,3,бензин,1 868 000,245,0,- мест,-----
193 000,Лексус, 3.5,350,бензин,1 994 251,277,0,- мест,-----
413 000,Мазда, 1.8,2000,бензин,265 000,135,0,- мест,-----
165 891,Лифан, 1.5,50,бензин,584 000,103,0,- мест,-----
315 000,Шкода, 1.6,2015,бензин,690 000,110,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
119 572,Хендай, 1.6,2015,бензин,1 050 000,123,0,- мест,-----
195 000,Опель, 1.4,2012,бензин,890 000,140,6.9,5,АКПП
168 585,Мицубиси, 2.0,2013,бензин,1 300 000,146,7.8,5,Вариатор
373 654,Ниссан, 3.5,2012,бензин,890 000,249,0,- мест,-----
183 000,Киа, 2.4,2017,бензин,2 700 000,188,9.4,5,АКПП
195 920,Мицубиси, 3.0,2013,бензин,1 690 000,230,0,- мест,-----
200 000,LADA, 1.6,2019,бензин,750 000,87,6.8,5,МКПП
251 232,Киа,---,2014,бензин,1 575 000,---,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
260 000,Форд, 1.6,2008,бензин,450 000,115,0,- мест,-----
119 576,Рено, 1.3,2019,бензин,1 511 000,150,0,- мест,-----
,---,,0,-,No price,---,0,- мест,-----
